E_true,efficiency
0.0,
0.06012024048096192,
0.12024048096192384,
0.18036072144288576,
0.24048096192384769,
0.3006012024048096,
0.3607214428857715,
0.42084168336673344,
0.48096192384769537,
0.5410821643286573,
0.6012024048096192,
0.6613226452905812,
0.721442885771543,
0.781563126252505,
0.8416833667334669,
0.9018036072144289,
0.9619238476953907,
1.0220440881763526,
1.0821643286573146,
1.1422845691382766,
1.2024048096192383,
1.2625250501002003,
1.3226452905811623,
1.3827655310621243,
1.442885771543086,
1.503006012024048,
1.56312625250501,
1.6232464929859718,
1.6833667334669338,
1.7434869739478958,
1.8036072144288577,
1.8637274549098195,
1.9238476953907815,
1.9839679358717435,
2.0440881763527052,
2.1042084168336674,
2.164328657314629,
2.224448897795591,
2.284569138276553,
2.344689378757515,
2.4048096192384767,
2.464929859719439,0.0
2.5250501002004007,0.0
2.5851703406813624,0.0
2.6452905811623246,0.0
2.7054108216432864,0.0
2.7655310621242486,0.0
2.8256513026052104,0.0
2.885771543086172,0.0
2.9458917835671343,0.0
3.006012024048096,0.0
3.066132264529058,0.0
3.12625250501002,0.0
3.186372745490982,0.0
3.2464929859719436,0.0
3.306613226452906,0.0
3.3667334669338675,0.0
3.4268537074148293,0.0
3.4869739478957915,0.0
3.5470941883767533,0.0
3.6072144288577155,0.0
3.6673346693386772,0.0701773446742181
3.727454909819639,0.17873808643208933
3.787575150300601,0.2705562935040996
3.847695390781563,0.3487900175323049
3.9078156312625247,0.41590152160303917
3.967935871743487,0.47383096520934775
4.028056112224449,0.5241220148970654
4.0881763527054105,0.5680139013922376
4.148296593186372,0.6065097161243582
4.208416833667335,0.64042765556158
4.268537074148297,0.6704398755704788
4.328657314629258,0.697102239506356
4.38877755511022,0.7208773016880328
4.448897795591182,0.7421522155177289
4.509018036072144,0.76125279808101
4.569138276553106,0.7784546586068851
4.629258517034068,0.7939920655241819
4.68937875751503,0.808065058333514
4.749498997995992,0.8208451872760474
4.809619238476953,0.8324801728398437
4.869739478957916,0.8430977094648091
4.929859719438878,0.8528085870324018
4.98997995991984,0.8617092653430481
5.050100200400801,0.8698840075585024
5.110220440881763,0.8774066561804968
5.170340681362725,0.8843421178473856
5.2304609218436875,0.89074760980589
5.290581162324649,0.8966737104297495
5.350701402805611,0.9021652479212364
5.410821643286573,0.9072620548275917
5.4709418837675345,0.9119996108417738
5.531062124248497,0.9164095922386415
5.591182364729459,0.9205203429969943
5.651302605210421,0.9243572800004662
5.7114228456913825,0.9279432425614187
5.771543086172344,0.9312987947671183
5.831663326653306,0.9344424877249582
5.891783567134269,0.937391087619265
